node_id,text
249,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
250,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
251,"The world is grown so bad, that wrens make prey where eagles dare not perch."
252,For you and I are past our dancing days.
253,Tempt not a desperate man.
254,"The fool doth think he is wise, but the wise man knows himself to be a fool."
255,Off with his head!
256,Do you think I am easier to be played on than a pipe?
257,Not stepping o'er the bounds of modesty.
258,"To be, or not to be: that is the question."
259,Now is the winter of our discontent.
260,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
261,Wisely and slow; they stumble that run fast.
262,Not stepping o'er the bounds of modesty.
263,How bitter a thing it is to look into happiness through another man's eyes!
264,Can one desire too much of a good thing?.
265,A horse! a horse! my kingdom for a horse!.
266,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
267,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
268,Can one desire too much of a good thing?.
269,Can one desire too much of a good thing?.
270,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
271,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
272,"So wise so young, they say, do never live long."
273,Off with his head!
274,The play 's the thing wherein I'll catch the conscience of the king.
275,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
276,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
277,"The world is grown so bad, that wrens make prey where eagles dare not perch."
278,Can one desire too much of a good thing?.
279,"When sorrows come, they come not single spies, but in battalions."
280,"A little more than kin, and less than kind."
281,Now is the winter of our discontent.
282,Now is the winter of our discontent.
283,That it should come to this!.
284,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
285,Tempt not a desperate man.
286,"O Romeo, Romeo! wherefore art thou Romeo?."
287,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
288,"The fool doth think he is wise, but the wise man knows himself to be a fool."
289,What's in a name? That which we call a rose by any other name would smell as sweet.
290,Do you think I am easier to be played on than a pipe?
291,"A little more than kin, and less than kind."
292,Can one desire too much of a good thing?.
293,"An honest tale speeds best, being plainly told."
294,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
295,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
296,The king's name is a tower of strength.
297,True is it that we have seen better days.
298,"The fool doth think he is wise, but the wise man knows himself to be a fool."
299,Rich gifts wax poor when givers prove unkind.
300,"To be, or not to be: that is the question."
301,"So wise so young, they say, do never live long."
302,Off with his head!
303,"When sorrows come, they come not single spies, but in battalions."
304,"The fool doth think he is wise, but the wise man knows himself to be a fool."
305,Off with his head!
306,True is it that we have seen better days.
307,Now is the winter of our discontent.
308,Now is the winter of our discontent.
309,"I will speak daggers to her, but use none."
310,"I will speak daggers to her, but use none."
311,The play 's the thing wherein I'll catch the conscience of the king.
312,"I will speak daggers to her, but use none."
313,"An honest tale speeds best, being plainly told."
314,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
315,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
316,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
317,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
318,"It is the east, and Juliet is the sun."
319,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
320,Tempt not a desperate man.
321,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
322,How bitter a thing it is to look into happiness through another man's eyes!
323,For you and I are past our dancing days.
324,In my mind's eye.
325,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
326,"The lady doth protest too much, methinks."
327,Can one desire too much of a good thing?.
328,For you and I are past our dancing days.
329,Brevity is the soul of wit.
330,Off with his head!
331,Now is the winter of our discontent.
332,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
333,"When sorrows come, they come not single spies, but in battalions."
334,In my mind's eye.
335,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
336,For ever and a day.
337,True is it that we have seen better days.
338,I like this place and willingly could waste my time in it.
339,For you and I are past our dancing days.
340,"An honest tale speeds best, being plainly told."
341,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
342,Do you think I am easier to be played on than a pipe?
343,Brevity is the soul of wit.
344,Can one desire too much of a good thing?.
345,"I will speak daggers to her, but use none."
346,Tempt not a desperate man.
347,O! she doth teach the torches to burn bright.
348,Tempt not a desperate man.
349,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
350,"The world is grown so bad, that wrens make prey where eagles dare not perch."
351,Now is the winter of our discontent.
352,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
353,O! she doth teach the torches to burn bright.
354,"There is nothing either good or bad, but thinking makes it so."
355,A horse! a horse! my kingdom for a horse!.
356,In my mind's eye.
357,A horse! a horse! my kingdom for a horse!.
358,The king's name is a tower of strength.
359,A horse! a horse! my kingdom for a horse!.
360,"The fool doth think he is wise, but the wise man knows himself to be a fool."
361,"It is the east, and Juliet is the sun."
362,In my mind's eye.
363,"When sorrows come, they come not single spies, but in battalions."
364,Can one desire too much of a good thing?.
365,A horse! a horse! my kingdom for a horse!.
366,Now is the winter of our discontent.
367,Do you think I am easier to be played on than a pipe?
368,This above all: to thine own self be true.
369,"To be, or not to be: that is the question."
370,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
371,Tempt not a desperate man.
372,The play 's the thing wherein I'll catch the conscience of the king.
373,What's in a name? That which we call a rose by any other name would smell as sweet.
374,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
375,"O Romeo, Romeo! wherefore art thou Romeo?."
376,Rich gifts wax poor when givers prove unkind.
377,Not stepping o'er the bounds of modesty.
378,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
379,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
380,True is it that we have seen better days.
381,"The lady doth protest too much, methinks."
382,Can one desire too much of a good thing?.
383,"An honest tale speeds best, being plainly told."
384,Wisely and slow; they stumble that run fast.
385,"There is nothing either good or bad, but thinking makes it so."
386,"The world is grown so bad, that wrens make prey where eagles dare not perch."
387,"To be, or not to be: that is the question."
388,"The fool doth think he is wise, but the wise man knows himself to be a fool."
389,"It is the east, and Juliet is the sun."
390,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
391,A horse! a horse! my kingdom for a horse!.
392,Off with his head!
393,The king's name is a tower of strength.
394,The king's name is a tower of strength.
395,What's in a name? That which we call a rose by any other name would smell as sweet.
396,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
397,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
398,I like this place and willingly could waste my time in it.
399,A horse! a horse! my kingdom for a horse!.
400,"It is the east, and Juliet is the sun."
401,For ever and a day.
402,True is it that we have seen better days.
403,Rich gifts wax poor when givers prove unkind.
404,"The fool doth think he is wise, but the wise man knows himself to be a fool."
405,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
406,"O Romeo, Romeo! wherefore art thou Romeo?."
407,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
408,"I will speak daggers to her, but use none."
409,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
410,"To be, or not to be: that is the question."
411,Off with his head!
412,"The fool doth think he is wise, but the wise man knows himself to be a fool."
413,"So wise so young, they say, do never live long."
414,The king's name is a tower of strength.
415,"And it must follow, as the night the day, thou canst not then be false to any man."
416,Not stepping o'er the bounds of modesty.
417,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
418,"So wise so young, they say, do never live long."
419,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
420,"I will speak daggers to her, but use none."
421,I like this place and willingly could waste my time in it.
422,For ever and a day.
423,This above all: to thine own self be true.
424,Can one desire too much of a good thing?.
425,"The world is grown so bad, that wrens make prey where eagles dare not perch."
426,Not stepping o'er the bounds of modesty.
427,"An honest tale speeds best, being plainly told."
428,Wisely and slow; they stumble that run fast.
429,Tempt not a desperate man.
430,The play 's the thing wherein I'll catch the conscience of the king.
431,The king's name is a tower of strength.
432,"When sorrows come, they come not single spies, but in battalions."
433,Off with his head!
434,This above all: to thine own self be true.
435,"O Romeo, Romeo! wherefore art thou Romeo?."
436,True is it that we have seen better days.
437,True is it that we have seen better days.
438,True is it that we have seen better days.
439,Now is the winter of our discontent.
440,"An honest tale speeds best, being plainly told."
441,For ever and a day.
442,O! she doth teach the torches to burn bright.
443,Off with his head!
444,Rich gifts wax poor when givers prove unkind.
445,"So wise so young, they say, do never live long."
446,O! she doth teach the torches to burn bright.
447,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
448,"So wise so young, they say, do never live long."
449,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
450,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
451,Now is the winter of our discontent.
452,For you and I are past our dancing days.
453,"An honest tale speeds best, being plainly told."
454,"When sorrows come, they come not single spies, but in battalions."
455,For you and I are past our dancing days.
456,In my mind's eye.
457,"O Romeo, Romeo! wherefore art thou Romeo?."
458,"The fool doth think he is wise, but the wise man knows himself to be a fool."
459,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
460,What's in a name? That which we call a rose by any other name would smell as sweet.
461,"It is the east, and Juliet is the sun."
462,I like this place and willingly could waste my time in it.
463,Off with his head!
464,What's in a name? That which we call a rose by any other name would smell as sweet.
465,"The fool doth think he is wise, but the wise man knows himself to be a fool."
466,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
467,"So wise so young, they say, do never live long."
468,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
469,For you and I are past our dancing days.
470,"To be, or not to be: that is the question."
471,Can one desire too much of a good thing?.
472,Do you think I am easier to be played on than a pipe?
473,Do you think I am easier to be played on than a pipe?
474,For ever and a day.
475,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
476,How bitter a thing it is to look into happiness through another man's eyes!
477,Rich gifts wax poor when givers prove unkind.
478,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
479,What's in a name? That which we call a rose by any other name would smell as sweet.
480,Not stepping o'er the bounds of modesty.
481,Can one desire too much of a good thing?.
482,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
483,"To be, or not to be: that is the question."
484,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
485,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
486,For you and I are past our dancing days.
487,Now is the winter of our discontent.
488,O! she doth teach the torches to burn bright.
489,"A little more than kin, and less than kind."
490,I like this place and willingly could waste my time in it.
491,Not stepping o'er the bounds of modesty.
492,What's in a name? That which we call a rose by any other name would smell as sweet.
493,Now is the winter of our discontent.
494,"It is the east, and Juliet is the sun."
495,Can one desire too much of a good thing?.
496,Do you think I am easier to be played on than a pipe?
497,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
498,"O Romeo, Romeo! wherefore art thou Romeo?."
499,True is it that we have seen better days.
500,"An honest tale speeds best, being plainly told."
501,Off with his head!
502,I like this place and willingly could waste my time in it.
503,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
504,Wisely and slow; they stumble that run fast.
505,"I will speak daggers to her, but use none."
506,Not stepping o'er the bounds of modesty.
507,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
508,"The world is grown so bad, that wrens make prey where eagles dare not perch."
509,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
510,Wisely and slow; they stumble that run fast.
511,This above all: to thine own self be true.
512,True is it that we have seen better days.
513,How bitter a thing it is to look into happiness through another man's eyes!
514,Not stepping o'er the bounds of modesty.
515,The play 's the thing wherein I'll catch the conscience of the king.
516,The play 's the thing wherein I'll catch the conscience of the king.
517,That it should come to this!.
518,"Though this be madness, yet there is method in 't."
519,Off with his head!
520,For ever and a day.
521,"The world is grown so bad, that wrens make prey where eagles dare not perch."
522,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
523,Off with his head!
524,Off with his head!
525,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
526,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
527,The king's name is a tower of strength.
528,I like this place and willingly could waste my time in it.
529,"The fool doth think he is wise, but the wise man knows himself to be a fool."
530,O! she doth teach the torches to burn bright.
531,The play 's the thing wherein I'll catch the conscience of the king.
532,How bitter a thing it is to look into happiness through another man's eyes!
533,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
534,"O Romeo, Romeo! wherefore art thou Romeo?."
535,"It is the east, and Juliet is the sun."
536,For you and I are past our dancing days.
537,Wisely and slow; they stumble that run fast.
538,"The world is grown so bad, that wrens make prey where eagles dare not perch."
539,"Though this be madness, yet there is method in 't."
540,True is it that we have seen better days.
541,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
542,Brevity is the soul of wit.
543,"It is the east, and Juliet is the sun."
544,How bitter a thing it is to look into happiness through another man's eyes!
545,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
546,Rich gifts wax poor when givers prove unkind.
547,"The lady doth protest too much, methinks."
548,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
549,Brevity is the soul of wit.
550,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
551,This above all: to thine own self be true.
552,"So wise so young, they say, do never live long."
553,In my mind's eye.
554,Tempt not a desperate man.
555,"So wise so young, they say, do never live long."
556,"So wise so young, they say, do never live long."
557,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
558,True is it that we have seen better days.
559,"I will speak daggers to her, but use none."
560,I like this place and willingly could waste my time in it.
561,"The world is grown so bad, that wrens make prey where eagles dare not perch."
562,The king's name is a tower of strength.
563,"An honest tale speeds best, being plainly told."
564,A horse! a horse! my kingdom for a horse!.
565,For ever and a day.
566,The king's name is a tower of strength.
567,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
568,Off with his head!
569,"The lady doth protest too much, methinks."
570,Wisely and slow; they stumble that run fast.
571,"O Romeo, Romeo! wherefore art thou Romeo?."
572,"And it must follow, as the night the day, thou canst not then be false to any man."
573,"Though this be madness, yet there is method in 't."
574,"When sorrows come, they come not single spies, but in battalions."
575,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
576,Brevity is the soul of wit.
577,What's in a name? That which we call a rose by any other name would smell as sweet.
578,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
579,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
580,Can one desire too much of a good thing?.
581,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
582,I like this place and willingly could waste my time in it.
583,"I will speak daggers to her, but use none."
584,True is it that we have seen better days.
585,"It is the east, and Juliet is the sun."
586,"An honest tale speeds best, being plainly told."
587,Now is the winter of our discontent.
588,Not stepping o'er the bounds of modesty.
589,I like this place and willingly could waste my time in it.
590,The play 's the thing wherein I'll catch the conscience of the king.
591,"An honest tale speeds best, being plainly told."
592,A horse! a horse! my kingdom for a horse!.
593,"The world is grown so bad, that wrens make prey where eagles dare not perch."
594,"The world is grown so bad, that wrens make prey where eagles dare not perch."
595,"Though this be madness, yet there is method in 't."
596,"Though this be madness, yet there is method in 't."
597,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
598,How bitter a thing it is to look into happiness through another man's eyes!
599,Can one desire too much of a good thing?.
600,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
601,In my mind's eye.
602,Do you think I am easier to be played on than a pipe?
603,A horse! a horse! my kingdom for a horse!.
604,"So wise so young, they say, do never live long."
605,O! she doth teach the torches to burn bright.
606,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
607,"The lady doth protest too much, methinks."
608,Can one desire too much of a good thing?.
609,For ever and a day.
610,True is it that we have seen better days.
611,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
612,Tempt not a desperate man.
613,"The fool doth think he is wise, but the wise man knows himself to be a fool."
614,"The world is grown so bad, that wrens make prey where eagles dare not perch."
615,O! she doth teach the torches to burn bright.
616,"To be, or not to be: that is the question."
617,For ever and a day.
618,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
619,"The fool doth think he is wise, but the wise man knows himself to be a fool."
620,How bitter a thing it is to look into happiness through another man's eyes!
621,"So wise so young, they say, do never live long."
622,For ever and a day.
623,Off with his head!
624,Off with his head!
625,O! she doth teach the torches to burn bright.
626,"The world is grown so bad, that wrens make prey where eagles dare not perch."
627,O! she doth teach the torches to burn bright.
628,"When sorrows come, they come not single spies, but in battalions."
629,That it should come to this!.
630,Brevity is the soul of wit.
631,"The lady doth protest too much, methinks."
632,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
633,Tempt not a desperate man.
634,That it should come to this!.
635,True is it that we have seen better days.
636,True is it that we have seen better days.
637,Can one desire too much of a good thing?.
638,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
639,"There is nothing either good or bad, but thinking makes it so."
640,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
641,Can one desire too much of a good thing?.
642,Can one desire too much of a good thing?.
643,What's in a name? That which we call a rose by any other name would smell as sweet.
644,Off with his head!
645,In my mind's eye.
646,"To be, or not to be: that is the question."
647,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
648,The play 's the thing wherein I'll catch the conscience of the king.
649,"The world is grown so bad, that wrens make prey where eagles dare not perch."
650,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
651,Brevity is the soul of wit.
652,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
653,Wisely and slow; they stumble that run fast.
654,Tempt not a desperate man.
655,"The lady doth protest too much, methinks."
656,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
657,Not stepping o'er the bounds of modesty.
658,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
659,Wisely and slow; they stumble that run fast.
660,That it should come to this!.
661,I like this place and willingly could waste my time in it.
662,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
663,"An honest tale speeds best, being plainly told."
664,For you and I are past our dancing days.
665,"The world is grown so bad, that wrens make prey where eagles dare not perch."
666,I like this place and willingly could waste my time in it.
667,"O Romeo, Romeo! wherefore art thou Romeo?."
668,True is it that we have seen better days.
669,A horse! a horse! my kingdom for a horse!.
670,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
671,"So wise so young, they say, do never live long."
672,Off with his head!
673,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
674,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
675,"It is the east, and Juliet is the sun."
676,"O Romeo, Romeo! wherefore art thou Romeo?."
677,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
678,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
679,Wisely and slow; they stumble that run fast.
680,Do you think I am easier to be played on than a pipe?
681,"To be, or not to be: that is the question."
682,A horse! a horse! my kingdom for a horse!.
683,Now is the winter of our discontent.
684,O! she doth teach the torches to burn bright.
685,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
686,A horse! a horse! my kingdom for a horse!.
687,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
688,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
689,"And it must follow, as the night the day, thou canst not then be false to any man."
690,"A little more than kin, and less than kind."
691,What's in a name? That which we call a rose by any other name would smell as sweet.
692,Now is the winter of our discontent.
693,Can one desire too much of a good thing?.
694,Off with his head!
695,A horse! a horse! my kingdom for a horse!.
696,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
697,Can one desire too much of a good thing?.
698,What's in a name? That which we call a rose by any other name would smell as sweet.
699,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
700,For ever and a day.
701,How bitter a thing it is to look into happiness through another man's eyes!
702,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
703,What's in a name? That which we call a rose by any other name would smell as sweet.
704,I like this place and willingly could waste my time in it.
705,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
706,In my mind's eye.
707,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
708,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
709,"The world is grown so bad, that wrens make prey where eagles dare not perch."
710,O! she doth teach the torches to burn bright.
711,A horse! a horse! my kingdom for a horse!.
712,"It is the east, and Juliet is the sun."
713,"The world is grown so bad, that wrens make prey where eagles dare not perch."
714,A horse! a horse! my kingdom for a horse!.
715,Can one desire too much of a good thing?.
716,"The fool doth think he is wise, but the wise man knows himself to be a fool."
717,What's in a name? That which we call a rose by any other name would smell as sweet.
718,"There is nothing either good or bad, but thinking makes it so."
719,"It is the east, and Juliet is the sun."
720,"To be, or not to be: that is the question."
721,How bitter a thing it is to look into happiness through another man's eyes!
722,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
723,"The fool doth think he is wise, but the wise man knows himself to be a fool."
724,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
725,"The fool doth think he is wise, but the wise man knows himself to be a fool."
726,Wisely and slow; they stumble that run fast.
727,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
728,Wisely and slow; they stumble that run fast.
729,O! she doth teach the torches to burn bright.
730,"The world is grown so bad, that wrens make prey where eagles dare not perch."
731,"The lady doth protest too much, methinks."
732,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
733,True is it that we have seen better days.
734,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
735,Wisely and slow; they stumble that run fast.
736,I like this place and willingly could waste my time in it.
737,"The lady doth protest too much, methinks."
738,Off with his head!
739,For you and I are past our dancing days.
740,"So wise so young, they say, do never live long."
